room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
Entire home/apt,Sants-Montjuïc,11,4.0,4,0.0,98.0,41.355487,2.1455740000000003
Entire home/apt,Sarrià-Sant Gervasi,3,5.0,2,1.0,84.0,41.393547,2.144244
Entire home/apt,Sants-Montjuïc,15,4.5,2,1.0,84.0,41.373863,2.1257580000000003
Entire home/apt,Eixample,13,3.5,7,3.0,102.0,41.377918,2.1554159999999998
Entire home/apt,Ciutat Vella,19,5.0,2,0.0,91.0,41.384277000000004,2.183575
Entire home/apt,Ciutat Vella,11,4.0,2,1.0,92.0,41.376719,2.173117
Entire home/apt,Sant Martí,4,4.0,4,1.0,83.0,41.414933000000005,2.182529
Entire home/apt,Sant Martí,12,5.0,5,3.0,84.0,41.393361,2.186218
Entire home/apt,Sant Martí,7,5.0,6,3.0,97.0,41.404634,2.204914
Entire home/apt,Sant Martí,65,4.5,4,3.0,84.0,41.411112,2.221733
Entire home/apt,Ciutat Vella,39,4.5,2,1.0,96.0,41.383586,2.179335
Entire home/apt,Ciutat Vella,26,4.5,3,2.0,67.0,41.381685,2.175532
Entire home/apt,Sant Martí,6,3.5,5,3.0,79.0,41.422098999999996,2.2065799999999998
Entire home/apt,Eixample,3,2.5,2,1.0,70.0,41.382006,2.159461
Entire home/apt,Horta-Guinardó,35,4.5,2,0.0,67.0,41.427177,2.134852
Entire home/apt,Eixample,250,5.0,2,1.0,69.0,41.397603000000004,2.175026
Entire home/apt,Horta-Guinardó,56,4.5,2,0.0,68.0,41.426974,2.136023
Entire home/apt,Horta-Guinardó,5,3.5,4,2.0,60.0,41.431563,2.141823
Entire home/apt,Gràcia,3,5.0,2,1.0,50.0,41.39895,2.162235
Entire home/apt,Sant Martí,17,4.5,5,3.0,53.0,41.418335,2.214122
Entire home/apt,Eixample,10,3.0,2,1.0,60.0,41.383989,2.154712
Entire home/apt,Eixample,50,4.5,4,1.0,59.0,41.381575,2.150122
Entire home/apt,Sants-Montjuïc,5,5.0,6,3.0,48.0,41.379315000000005,2.138152
Entire home/apt,Sants-Montjuïc,5,4.5,4,2.0,53.0,41.373231,2.167333
Entire home/apt,Eixample,32,4.5,6,3.0,358.0,41.396221999999995,2.1693700000000002
Entire home/apt,Ciutat Vella,16,4.0,8,4.0,481.0,41.377958,2.1760080000000004
Entire home/apt,Ciutat Vella,17,4.0,12,3.0,481.0,41.379348,2.178061
Entire home/apt,Eixample,38,4.5,16,6.0,405.0,41.37663,2.152551
Entire home/apt,Ciutat Vella,9,4.5,9,3.0,348.0,41.378153000000005,2.168943
Entire home/apt,Eixample,9,5.0,10,5.0,324.0,41.377424,2.164434
Entire home/apt,Sants-Montjuïc,4,4.0,5,3.0,361.0,41.373751,2.170095
Entire home/apt,Sants-Montjuïc,10,4.5,6,3.0,384.0,41.373371,2.171809
Entire home/apt,Eixample,18,5.0,12,4.0,480.0,41.376185,2.166142
Entire home/apt,Sant Martí,13,4.5,9,5.0,384.0,41.391345,2.1913240000000003
Entire home/apt,Ciutat Vella,4,2.0,8,3.0,420.0,41.378832,2.176916
Entire home/apt,Ciutat Vella,4,1.5,7,4.0,420.0,41.378308000000004,2.176948
Entire home/apt,Ciutat Vella,5,4.5,9,3.0,312.0,41.379272,2.168844
Entire home/apt,Eixample,3,5.0,6,2.0,454.0,41.385403000000004,2.156463
Entire home/apt,Eixample,14,4.5,12,6.0,337.0,41.390388,2.157036
Entire home/apt,Eixample,40,4.5,10,4.0,312.0,41.385531,2.162777
Entire home/apt,Eixample,63,5.0,14,6.0,433.0,41.389364,2.158692
Entire home/apt,Eixample,6,5.0,6,3.0,312.0,41.391154,2.165447
Entire home/apt,Eixample,9,4.5,9,3.0,379.0,41.387609000000005,2.1667009999999998
Entire home/apt,Eixample,5,4.5,8,3.0,406.0,41.387693,2.167137
Entire home/apt,Eixample,25,5.0,6,3.0,323.0,41.395163000000004,2.167394
Entire home/apt,Eixample,9,4.5,7,3.0,336.0,41.396516999999996,2.171201
Entire home/apt,Ciutat Vella,56,4.5,8,2.0,359.0,41.385461,2.1673150000000003
Entire home/apt,Eixample,5,5.0,9,4.0,312.0,41.396474,2.172259
Entire home/apt,Eixample,4,4.5,9,4.0,343.0,41.396972999999996,2.1855990000000003
Entire home/apt,Eixample,6,5.0,4,2.0,361.0,41.386093,2.166087
Entire home/apt,Eixample,11,5.0,8,4.0,420.0,41.387279,2.151528
Entire home/apt,Ciutat Vella,4,5.0,12,5.0,433.0,41.384561,2.164917
Entire home/apt,Eixample,13,4.5,11,5.0,337.0,41.385228999999995,2.160013
Entire home/apt,Eixample,3,4.5,7,4.0,403.0,41.392482,2.157973
Entire home/apt,Eixample,21,5.0,9,3.0,499.0,41.38917,2.16872
Entire home/apt,Eixample,10,4.5,8,4.0,373.0,41.3979,2.171795
Entire home/apt,Eixample,25,4.5,10,5.0,420.0,41.387181,2.170998
Entire home/apt,Eixample,72,5.0,8,3.0,359.0,41.391621,2.160746
Entire home/apt,Eixample,60,4.5,13,6.0,337.0,41.393285999999996,2.165694
Entire home/apt,Eixample,6,4.5,4,2.0,331.0,41.386484,2.166347
Entire home/apt,Eixample,17,5.0,4,2.0,361.0,41.39095,2.172622
Entire home/apt,Eixample,6,4.5,8,3.0,384.0,41.386604,2.1530709999999997
Entire home/apt,Eixample,14,4.5,10,3.0,312.0,41.38581,2.168097
Entire home/apt,Eixample,6,4.5,6,3.0,348.0,41.393066,2.165708
Entire home/apt,Eixample,8,4.5,8,4.0,420.0,41.38964,2.170187
Entire home/apt,Eixample,91,5.0,16,9.0,337.0,41.39161,2.168918
Entire home/apt,Eixample,3,5.0,6,2.0,367.0,41.388231,2.167761
Entire home/apt,Eixample,6,4.5,10,4.0,310.0,41.394803,2.178743
Entire home/apt,Eixample,33,5.0,2,1.0,331.0,41.392639,2.162754
Entire home/apt,Eixample,26,4.5,8,3.0,311.0,41.396843,2.1681939999999997
Entire home/apt,Eixample,43,4.5,16,6.0,337.0,41.397268,2.177412
Entire home/apt,Eixample,14,4.5,13,4.0,420.0,41.385940000000005,2.167325
Entire home/apt,Eixample,68,5.0,6,3.0,316.0,41.391938,2.170264
Entire home/apt,Eixample,15,5.0,10,3.0,432.0,41.375538,2.16684
Entire home/apt,Eixample,8,5.0,6,3.0,457.0,41.389520000000005,2.164745
Entire home/apt,Eixample,13,4.5,10,4.0,384.0,41.387052000000004,2.165782
Entire home/apt,Eixample,5,4.5,8,3.0,384.0,41.389548,2.175145
Entire home/apt,Eixample,15,4.5,10,5.0,499.0,41.387229,2.1698779999999998
Entire home/apt,Ciutat Vella,22,5.0,6,3.0,447.0,41.383953999999996,2.177649
Entire home/apt,Ciutat Vella,3,4.5,7,3.0,337.0,41.379306,2.169434
Entire home/apt,Ciutat Vella,46,4.5,16,6.0,361.0,41.388563,2.176739
Entire home/apt,Ciutat Vella,17,4.5,6,2.0,481.0,41.381943,2.172684
Entire home/apt,Eixample,13,5.0,4,2.0,348.0,41.390734,2.172196
Entire home/apt,Eixample,7,4.5,8,5.0,334.0,41.400148,2.169225
Entire home/apt,Eixample,143,5.0,6,3.0,361.0,41.406223,2.173289
Entire home/apt,Eixample,4,2.5,16,7.0,481.0,41.389278999999995,2.1664939999999997
Entire home/apt,Eixample,41,4.5,12,4.0,361.0,41.386839,2.1671709999999997
Entire home/apt,Eixample,7,4.5,8,3.0,337.0,41.386948,2.1669240000000003
Entire home/apt,Eixample,9,5.0,6,3.0,505.0,41.39225,2.169753
Entire home/apt,Ciutat Vella,14,4.0,8,3.0,384.0,41.37713,2.1671270000000002
Entire home/apt,Gràcia,33,4.5,10,4.0,139.0,41.408436,2.147809
Entire home/apt,Les Corts,27,4.0,6,2.0,108.0,41.377387,2.116661
Entire home/apt,Les Corts,78,4.5,8,4.0,121.0,41.384161999999996,2.136355
Entire home/apt,Sants-Montjuïc,105,4.5,4,1.0,117.0,41.374454,2.161649
Entire home/apt,Eixample,10,4.0,3,2.0,106.0,41.396471000000005,2.163133
Entire home/apt,Eixample,36,4.0,4,2.0,84.0,41.407259,2.173998
Entire home/apt,Sants-Montjuïc,36,4.0,3,1.0,103.0,41.373466,2.132091
Entire home/apt,Ciutat Vella,34,4.0,6,2.0,95.0,41.388721999999994,2.17984
Entire home/apt,Sant Andreu,59,4.5,4,2.0,84.0,41.426074,2.17899
Entire home/apt,Eixample,19,4.0,4,2.0,84.0,41.407162,2.171253
Entire home/apt,Sarrià-Sant Gervasi,120,4.0,12,3.0,91.0,41.404061,2.1436330000000003
Entire home/apt,Gràcia,14,5.0,3,1.0,91.0,41.400802,2.16088
Entire home/apt,Sarrià-Sant Gervasi,11,5.0,4,1.0,95.0,41.394729999999996,2.149184
Entire home/apt,Eixample,28,4.0,4,2.0,84.0,41.405889,2.173986
Entire home/apt,Sant Martí,91,3.5,3,0.0,96.0,41.389264000000004,2.194763
Entire home/apt,Sant Martí,66,3.5,3,1.0,96.0,41.397651,2.1906689999999998
Entire home/apt,Ciutat Vella,28,4.0,3,1.0,102.0,41.381676,2.175941
Entire home/apt,Sant Martí,42,4.0,4,2.0,84.0,41.395697999999996,2.19191
Entire home/apt,Eixample,15,4.0,4,2.0,97.0,41.406189000000005,2.174555
Entire home/apt,Sants-Montjuïc,15,4.0,4,2.0,95.0,41.374227000000005,2.156278
Entire home/apt,Ciutat Vella,39,3.5,10,3.0,95.0,41.378961,2.165841
Entire home/apt,Eixample,47,4.5,6,2.0,88.0,41.377796000000004,2.159204
Entire home/apt,Sarrià-Sant Gervasi,147,4.0,10,3.0,98.0,41.404834,2.14265
Entire home/apt,Eixample,14,4.0,4,2.0,73.0,41.407121999999994,2.172556
Entire home/apt,Eixample,66,5.0,3,2.0,72.0,41.377683000000005,2.154875
Entire home/apt,Ciutat Vella,38,3.5,6,1.0,80.0,41.378141,2.167847
Entire home/apt,Ciutat Vella,147,4.0,3,1.0,55.0,41.381679,2.169493
Entire home/apt,Ciutat Vella,131,4.0,4,1.0,25.0,41.379513,2.175886
Entire home/apt,Sant Martí,6,4.0,10,4.0,726.0,41.406385,2.2130669999999997
Entire home/apt,Eixample,13,5.0,11,5.0,1025.0,41.393034,2.166868
Entire home/apt,Sant Martí,3,3.0,16,6.0,1025.0,41.400678000000006,2.208334
Entire home/apt,Eixample,17,5.0,8,4.0,904.0,41.392996999999994,2.165449
Entire home/apt,Eixample,17,5.0,8,4.0,940.0,41.394275,2.169996
Entire home/apt,Eixample,7,3.5,10,4.0,553.0,41.389069,2.171073
Entire home/apt,Sant Martí,12,4.5,10,4.0,634.0,41.406362,2.214654
Entire home/apt,Eixample,18,5.0,8,5.0,543.0,41.392485,2.160596
Entire home/apt,Sant Martí,14,5.0,10,4.0,634.0,41.405167999999996,2.216153
Entire home/apt,Eixample,40,4.5,16,6.0,550.0,41.387099,2.163375
Entire home/apt,Eixample,13,4.5,5,3.0,579.0,41.397889,2.1729950000000002
Entire home/apt,Ciutat Vella,4,1.0,8,4.0,603.0,41.378747,2.176723
Entire home/apt,Ciutat Vella,3,5.0,4,1.0,603.0,41.379478000000006,2.175292
Entire home/apt,Ciutat Vella,43,5.0,8,4.0,694.0,41.389103999999996,2.178159
Entire home/apt,Sants-Montjuïc,41,4.5,12,6.0,362.0,41.351938,2.1484799999999997
Entire home/apt,Eixample,3,5.0,16,6.0,452.0,41.402722,2.172078
Entire home/apt,Ciutat Vella,5,3.0,8,3.0,422.0,41.377433,2.176818
Entire home/apt,Sant Martí,4,4.5,10,4.0,422.0,41.402772,2.212001
Entire home/apt,Eixample,5,3.5,10,4.0,515.0,41.387919000000004,2.166072
Entire home/apt,Eixample,12,5.0,7,4.0,391.0,41.390675,2.161607
Entire home/apt,Sant Martí,3,4.0,6,3.0,338.0,41.390838,2.196313
Entire home/apt,Eixample,16,4.5,5,3.0,362.0,41.390156,2.176552
Entire home/apt,Ciutat Vella,37,5.0,7,3.0,217.0,41.377409,2.175822
Entire home/apt,Ciutat Vella,3,3.0,8,3.0,409.0,41.377365000000005,2.176989
Entire home/apt,Eixample,3,4.5,16,6.0,420.0,41.388816,2.162492
Entire home/apt,Eixample,24,5.0,10,5.0,489.0,41.386511999999996,2.165117
Entire home/apt,Ciutat Vella,23,5.0,4,2.0,312.0,41.378603000000005,2.171797
Entire home/apt,Eixample,3,5.0,6,3.0,489.0,41.384296,2.162874
Entire home/apt,Eixample,33,4.5,3,1.0,409.0,41.39038,2.176063
Entire home/apt,Sants-Montjuïc,14,4.5,9,5.0,433.0,41.373886999999996,2.16845
Entire home/apt,Eixample,4,5.0,6,2.0,361.0,41.387518,2.1713459999999998
Entire home/apt,Eixample,24,5.0,4,2.0,419.0,41.390643,2.1638
Entire home/apt,Eixample,4,4.5,5,3.0,390.0,41.393336,2.1636759999999997
Entire home/apt,Eixample,96,5.0,10,5.0,420.0,41.391609,2.1777580000000003
Entire home/apt,Eixample,51,5.0,8,4.0,475.0,41.393652,2.170757
Entire home/apt,Sant Martí,31,4.5,6,2.0,361.0,41.392206,2.191329
Entire home/apt,Sant Martí,20,4.0,8,3.0,324.0,41.389089,2.196905
Entire home/apt,Sant Martí,9,4.5,6,2.0,361.0,41.391677,2.191328
Entire home/apt,Eixample,96,4.0,6,4.0,361.0,41.396751,2.18086
Entire home/apt,Ciutat Vella,6,4.0,9,4.0,361.0,41.379822,2.179825
Entire home/apt,Sant Martí,20,4.5,10,6.0,451.0,41.386067,2.1992990000000003
Entire home/apt,Ciutat Vella,5,5.0,7,3.0,350.0,41.388313000000004,2.178664
Entire home/apt,Eixample,88,4.5,16,6.0,337.0,41.399248,2.180312
Entire home/apt,Sant Martí,22,5.0,6,3.0,343.0,41.406857,2.214899
Entire home/apt,Sant Martí,3,4.5,10,4.0,354.0,41.387353000000004,2.19853
Entire home/apt,Sant Martí,5,4.0,8,3.0,331.0,41.38834,2.199906
Entire home/apt,Ciutat Vella,16,5.0,4,2.0,337.0,41.383213,2.183984
Entire home/apt,Sant Martí,4,4.5,6,2.0,380.0,41.406539,2.215488
Entire home/apt,Sant Martí,4,4.5,8,3.0,416.0,41.404157,2.212742
Entire home/apt,Sant Martí,5,4.0,10,4.0,495.0,41.408081,2.214254
Entire home/apt,Sant Martí,4,5.0,6,2.0,380.0,41.406688,2.212886
Entire home/apt,Sant Martí,32,4.0,8,4.0,318.0,41.408065,2.216868
Entire home/apt,Sant Martí,5,5.0,7,2.0,420.0,41.399894,2.207187
Entire home/apt,Sant Martí,46,4.5,8,4.0,384.0,41.407087,2.215802
Entire home/apt,Eixample,50,4.5,13,5.0,359.0,41.385560999999996,2.162291
Entire home/apt,Ciutat Vella,11,4.5,10,4.0,495.0,41.387467,2.175227
Entire home/apt,Sant Martí,5,4.5,4,2.0,361.0,41.405442,2.218501
Entire home/apt,Eixample,3,4.5,6,2.0,361.0,41.395228,2.170152
Entire home/apt,Ciutat Vella,31,4.5,16,5.0,493.0,41.381658,2.180895
Entire home/apt,Horta-Guinardó,9,4.5,7,4.0,420.0,41.426891,2.166482
Entire home/apt,Eixample,41,4.5,16,6.0,409.0,41.39152,2.175799
Entire home/apt,Eixample,3,5.0,6,3.0,424.0,41.39829,2.162356
Entire home/apt,Sant Martí,7,4.5,8,3.0,413.0,41.405893,2.213285
Entire home/apt,Eixample,66,4.5,16,6.0,361.0,41.39172,2.176501
Entire home/apt,Eixample,14,4.5,7,3.0,451.0,41.388374,2.166789
Entire home/apt,Eixample,8,4.5,9,3.0,457.0,41.400082,2.172653
